    DATE,State,UnempRate
2011-05-01,North Carolina,10.2
2011-05-01,North Dakota,3.4
2011-05-01,Ohio,9.0
2011-05-01,Oklahoma,5.5
2011-05-01,Oregon,9.6
2011-05-01,Pennsylvania,7.7
2011-05-01,Rhode Island,11.0
2011-05-01,South Carolina,10.7
2011-05-01,South Dakota,4.4
2011-05-01,Tennessee,9.3
2011-05-01,Texas,8.2
2011-05-01,Utah,7.7
2011-05-01,Vermont,5.7
2011-05-01,Virginia,6.5
2011-05-01,Washington,8.6
2011-05-01,West Virginia,7.6
2011-05-01,Wisconsin,7.6
2011-05-01,Wyoming,6.1
2011-05-01,District of Columbia,10.4
2011-06-01,Alabama,9.8
2011-06-01,Alaska,7.7
2011-06-01,Arizona,9.6
2011-06-01,Arkansas,8.0
2011-06-01,California,12.0
2011-06-01,Colorado,8.7
2011-06-01,Connecticut,9.1
2011-06-01,Delaware,7.7
2011-06-01,Florida,10.1
2011-06-01,Georgia,10.3
2011-06-01,Hawaii,6.9
2011-06-01,Idaho,8.3
2011-06-01,Illinois,9.9
2011-06-01,Indiana,8.9
2011-06-01,Iowa,5.7
2011-06-01,Kansas,6.4
2011-06-01,Kentucky,9.5
2011-06-01,Louisiana,7.4
2011-06-01,Maine,7.8
2011-06-01,Maryland,7.4
2011-06-01,Massachusetts,7.3
2011-06-01,Michigan,10.2
2011-06-01,Minnesota,6.7
2011-06-01,Mississippi,9.9
2011-06-01,Missouri,8.8
2011-06-01,Montana,6.7
2011-06-01,Nebraska,4.4
2011-06-01,Nevada,13.5
2011-06-01,New Hampshire,5.5
2011-06-01,New Jersey,9.4
2011-06-01,New Mexico,7.1
2011-06-01,New York,8.3
2011-06-01,North Carolina,10.3
2011-06-01,North Dakota,3.4
2011-06-01,Ohio,9.0
2011-06-01,Oklahoma,5.5
2011-06-01,Oregon,9.7
2011-06-01,Pennsylvania,7.8
2011-06-01,Rhode Island,11.0
2011-06-01,South Carolina,10.7
2011-06-01,South Dakota,4.5
2011-06-01,Tennessee,9.2
2011-06-01,Texas,8.3
2011-06-01,Utah,7.7
2011-06-01,Vermont,5.7
2011-06-01,Virginia,6.6
2011-06-01,Washington,8.6
2011-06-01,West Virginia,8.0
2011-06-01,Wisconsin,7.6
2011-06-01,Wyoming,6.0
2011-06-01,District of Columbia,10.5
2011-07-01,Alabama,9.7
2011-07-01,Alaska,7.7
2011-07-01,Arizona,9.5
2011-07-01,Arkansas,8.0
2011-07-01,California,12.0
2011-07-01,Colorado,8.7
2011-07-01,Connecticut,9.0
2011-07-01,Delaware,7.6
2011-07-01,Florida,10.0
2011-07-01,Georgia,10.2
2011-07-01,Hawaii,7.0
2011-07-01,Idaho,8.2
2011-07-01,Illinois,10.0
2011-07-01,Indiana,9.1
2011-07-01,Iowa,5.7
2011-07-01,Kansas,6.3
2011-07-01,Kentucky,9.5
2011-07-01,Louisiana,7.4
2011-07-01,Maine,7.8
2011-07-01,Maryland,7.4
2011-07-01,Massachusetts,7.2
2011-07-01,Michigan,10.2
2011-07-01,Minnesota,6.7
2011-07-01,Mississippi,9.9
2011-07-01,Missouri,8.7
2011-07-01,Montana,6.7
2011-07-01,Nebraska,4.4
2011-07-01,Nevada,13.4
2011-07-01,New Hampshire,5.5
2011-07-01,New Jersey,9.4
2011-07-01,New Mexico,7.2
2011-07-01,New York,8.3
2011-07-01,North Carolina,10.3
2011-07-01,North Dakota,3.4
2011-07-01,Ohio,9.0
2011-07-01,Oklahoma,5.6
2011-07-01,Oregon,9.7
2011-07-01,Pennsylvania,7.8
2011-07-01,Rhode Island,11.0
2011-07-01,South Carolina,10.6
2011-07-01,South Dakota,4.2
2011-07-01,Tennessee,9.2
2011-07-01,Texas,8.3
2011-07-01,Utah,7.4
2011-07-01,Vermont,5.6
2011-07-01,Virginia,6.6
2011-07-01,Washington,8.6
2011-07-01,West Virginia,7.7
2011-07-01,Wisconsin,7.6
2011-07-01,Wyoming,6.0
2011-07-01,District of Columbia,10.5
2011-08-01,Alabama,9.6
2011-08-01,Alaska,7.7
2011-08-01,Arizona,9.4
2011-08-01,Arkansas,8.0
2011-08-01,California,11.9
2011-08-01,Colorado,8.6
2011-08-01,Connecticut,9.0
2011-08-01,Delaware,7.6
2011-08-01,Florida,9.9
2011-08-01,Georgia,10.2
2011-08-01,Hawaii,7.0
2011-08-01,Idaho,8.1
2011-08-01,Illinois,10.1
2011-08-01,Indiana,9.1
2011-08-01,Iowa,5.7
2011-08-01,Kansas,6.3
2011-08-01,Kentucky,9.4
2011-08-01,Louisiana,7.3
2011-08-01,Maine,7.7
2011-08-01,Maryland,7.4
2011-08-01,Massachusetts,7.2
2011-08-01,Michigan,10.1
2011-08-01,Minnesota,6.6
2011-08-01,Mississippi,9.9
2011-08-01,Missouri,8.6
2011-08-01,Montana,6.6
2011-08-01,Nebraska,4.4
2011-08-01,Nevada,13.4
2011-08-01,New Hampshire,5.5
2011-08-01,New Jersey,9.4
2011-08-01,New Mexico,7.3
2011-08-01,New York,8.4
2011-08-01,North Carolina,10.4
2011-08-01,North Dakota,3.4
2011-08-01,Ohio,8.9
2011-08-01,Oklahoma,5.6
2011-08-01,Oregon,9.6
2011-08-01,Pennsylvania,7.9
2011-08-01,Rhode Island,11.0
2011-08-01,South Carolina,10.5
2011-08-01,South Dakota,4.4
2011-08-01,Tennessee,9.1
2011-08-01,Texas,8.2
2011-08-01,Utah,7.0
2011-08-01,Vermont,5.5
2011-08-01,Virginia,6.6
2011-08-01,Washington,8.5
2011-08-01,West Virginia,7.8
2011-08-01,Wisconsin,7.6
2011-08-01,Wyoming,6.0
2011-08-01,District of Columbia,10.4
2011-09-01,Alabama,9.4
2011-09-01,Alaska,7.7
2011-09-01,Arizona,9.3
2011-09-01,Arkansas,7.9
2011-09-01,California,11.8
2011-09-01,Colorado,8.6
2011-09-01,Connecticut,8.8
2011-09-01,Delaware,7.5
2011-09-01,Florida,9.7
2011-09-01,Georgia,10.1
2011-09-01,Hawaii,7.0
2011-09-01,Idaho,8.0
2011-09-01,Illinois,10.0
2011-09-01,Indiana,9.1
2011-09-01,Iowa,5.6
2011-09-01,Kansas,6.3
2011-09-01,Kentucky,9.3
2011-09-01,Louisiana,7.3
2011-09-01,Maine,7.6
2011-09-01,Maryland,7.3
2011-09-01,Massachusetts,7.1
2011-09-01,Michigan,9.9
2011-09-01,Minnesota,6.4
2011-09-01,Mississippi,9.8
2011-09-01,Missouri,8.4
2011-09-01,Montana,6.5
2011-09-01,Nebraska,4.3
2011-09-01,Nevada,13.3
2011-09-01,New Hampshire,5.5
2011-09-01,New Jersey,9.3
2011-09-01,New Mexico,7.3
2011-09-01,New York,8.4
2011-09-01,North Carolina,10.3
2011-09-01,North Dakota,3.4
2011-09-01,Ohio,8.7
2011-09-01,Oklahoma,5.6
2011-09-01,Oregon,9.6
2011-09-01,Pennsylvania,7.9
2011-09-01,Rhode Island,11.0
2011-09-01,South Carolina,10.3
2011-09-01,South Dakota,4.0
2011-09-01,Tennessee,8.9
2011-09-01,Texas,8.0
2011-09-01,Utah,6.6
2011-09-01,Vermont,5.4
2011-09-01,Virginia,6.6
2011-09-01,Washington,8.4
2011-09-01,West Virginia,7.2
2011-09-01,Wisconsin,7.5
2011-09-01,Wyoming,6.0
2011-09-01,District of Columbia,10.3
2011-10-01,Alabama,9.2
2011-10-01,Alaska,7.7
2011-10-01,Arizona,9.1
2011-10-01,Arkansas,7.8
2011-10-01,California,11.6
2011-10-01,Colorado,8.6
2011-10-01,Connecticut,8.7
2011-10-01,Delaware,7.4
2011-10-01,Florida,9.6
2011-10-01,Georgia,9.9
2011-10-01,Hawaii,6.9
2011-10-01,Idaho,7.9
2011-10-01,Illinois,9.9
2011-10-01,Indiana,9.0
2011-10-01,Iowa,5.5
2011-10-01,Kansas,6.2
2011-10-01,Kentucky,9.2
2011-10-01,Louisiana,7.3
2011-10-01,Maine,7.5
2011-10-01,Maryland,7.2
2011-10-01,Massachusetts,7.0
2011-10-01,Michigan,9.8
2011-10-01,Minnesota,6.2
2011-10-01,Mississippi,9.7
2011-10-01,Missouri,8.2
2011-10-01,Montana,6.4
2011-10-01,Nebraska,4.3
2011-10-01,Nevada,13.1
2011-10-01,New Hampshire,5.4
2011-10-01,New Jersey,9.3
2011-10-01,New Mexico,7.3
2011-10-01,New York,8.5
2011-10-01,North Carolina,10.2
2011-10-01,North Dakota,3.3
2011-10-01,Ohio,8.5
2011-10-01,Oklahoma,5.5
2011-10-01,Oregon,9.4
2011-10-01,Pennsylvania,7.8
2011-10-01,Rhode Island,11.0
2011-10-01,South Carolina,10.1
2011-10-01,South Dakota,3.9
2011-10-01,Tennessee,8.8
2011-10-01,Texas,7.8
2011-10-01,Utah,6.2
2011-10-01,Vermont,5.2
2011-10-01,Virginia,6.5
2011-10-01,Washington,8.3
2011-10-01,West Virginia,6.9
2011-10-01,Wisconsin,7.4
2011-10-01,Wyoming,6.0
2011-10-01,District of Columbia,10.1
2011-11-01,Alabama,8.9
2011-11-01,Alaska,7.6
2011-11-01,Arizona,9.0
2011-11-01,Arkansas,7.7
2011-11-01,California,11.5
2011-11-01,Colorado,8.5
2011-11-01,Connecticut,8.6
2011-11-01,Delaware,7.2
2011-11-01,Florida,9.4
2011-11-01,Georgia,9.8
2011-11-01,Hawaii,6.8
2011-11-01,Idaho,7.8
2011-11-01,Illinois,9.7
2011-11-01,Indiana,8.8
2011-11-01,Iowa,5.5
2011-11-01,Kansas,6.1
2011-11-01,Kentucky,9.0
2011-11-01,Louisiana,7.3
2011-11-01,Maine,7.4
2011-11-01,Maryland,7.1
2011-11-01,Massachusetts,6.9
2011-11-01,Michigan,9.6
2011-11-01,Minnesota,6.0
2011-11-01,Mississippi,9.5
2011-11-01,Missouri,8.0
2011-11-01,Montana,6.3
2011-11-01,Nebraska,4.2
2011-11-01,Nevada,12.8
2011-11-01,New Hampshire,5.3
2011-11-01,New Jersey,9.3
2011-11-01,New Mexico,7.3
2011-11-01,New York,8.5
2011-11-01,North Carolina,10.1
2011-11-01,North Dakota,3.2
2011-11-01,Ohio,8.3
2011-11-01,Oklahoma,5.5
2011-11-01,Oregon,9.3
2011-11-01,Pennsylvania,7.7
2011-11-01,Rhode Island,11.0
2011-11-01,South Carolina,9.9
2011-11-01,South Dakota,3.9
2011-11-01,Tennessee,8.6
2011-11-01,Texas,7.5
2011-11-01,Utah,5.8
2011-11-01,Vermont,5.1
2011-11-01,Virginia,6.4
2011-11-01,Washington,8.1
2011-11-01,West Virginia,6.8
2011-11-01,Wisconsin,7.3
2011-11-01,Wyoming,6.0
2011-11-01,District of Columbia,9.9
2011-12-01,Alabama,8.7
2011-12-01,Alaska,7.5
2011-12-01,Arizona,8.8
2011-12-01,Arkansas,7.5
2011-12-01,California,11.3
2011-12-01,Colorado,8.4
2011-12-01,Connecticut,8.5
2011-12-01,Delaware,7.1
2011-12-01,Florida,9.3
2011-12-01,Georgia,9.6
2011-12-01,Hawaii,6.7
2011-12-01,Idaho,7.7
2011-12-01,Illinois,9.5
2011-12-01,Indiana,8.6
2011-12-01,Iowa,5.3
2011-12-01,Kansas,6.0
2011-12-01,Kentucky,8.7
2011-12-01,Louisiana,7.2
2011-12-01,Maine,7.3
2011-12-01,Maryland,7.0
2011-12-01,Massachusetts,6.8
2011-12-01,Michigan,9.4
2011-12-01,Minnesota,5.9
2011-12-01,Mississippi,9.3
2011-12-01,Missouri,7.8
2011-12-01,Montana,6.1
2011-12-01,Nebraska,4.1
2011-12-01,Nevada,12.6
2011-12-01,New Hampshire,5.3
2011-12-01,New Jersey,9.3
2011-12-01,New Mexico,7.2
2011-12-01,New York,8.6
2011-12-01,North Carolina,9.9
2011-12-01,North Dakota,3.1
2011-12-01,Ohio,8.0
2011-12-01,Oklahoma,5.4
2011-12-01,Oregon,9.2
2011-12-01,Pennsylvania,7.6
2011-12-01,Rhode Island,10.9
2011-12-01,South Carolina,9.7
2011-12-01,South Dakota,4.4
2011-12-01,Tennessee,8.4
2011-12-01,Texas,7.3
2011-12-01,Utah,5.4
2011-12-01,Vermont,5.0
2011-12-01,Virginia,6.3
2011-12-01,Washington,8.0
2011-12-01,West Virginia,7.0
2011-12-01,Wisconsin,7.1
2011-12-01,Wyoming,5.9
2011-12-01,District of Columbia,9.8
2012-01-01,Alabama,8.5
2012-01-01,Alaska,7.5
2012-01-01,Arizona,8.7
2012-01-01,Arkansas,7.4
2012-01-01,California,11.2
2012-01-01,Colorado,8.4
2012-01-01,Connecticut,8.4
2012-01-01,Delaware,7.0
2012-01-01,Florida,9.2
2012-01-01,Georgia,9.5
2012-01-01,Hawaii,6.6
2012-01-01,Idaho,7.7
2012-01-01,Illinois,9.3
2012-01-01,Indiana,8.4
2012-01-01,Iowa,5.2
2012-01-01,Kansas,5.9
2012-01-01,Kentucky,8.5
2012-01-01,Louisiana,7.1
2012-01-01,Maine,7.2
2012-01-01,Maryland,6.9
2012-01-01,Massachusetts,6.7
2012-01-01,Michigan,9.2
2012-01-01,Minnesota,5.8
2012-01-01,Mississippi,9.1
2012-01-01,Missouri,7.6
2012-01-01,Montana,6.0
2012-01-01,Nebraska,4.1
2012-01-01,Nevada,12.3
2012-01-01,New Hampshire,5.2
2012-01-01,New Jersey,9.3
2012-01-01,New Mexico,7.1
2012-01-01,New York,8.6
2012-01-01,North Carolina,9.7
2012-01-01,North Dakota,3.0
2012-01-01,Ohio,7.8
2012-01-01,Oklahoma,5.3
2012-01-01,Oregon,9.1
2012-01-01,Pennsylvania,7.5
2012-01-01,Rhode Island,10.7
2012-01-01,South Carolina,9.6
2012-01-01,South Dakota,4.8
2012-01-01,Tennessee,8.2
2012-01-01,Texas,7.1
2012-01-01,Utah,5.3
2012-01-01,Vermont,4.9
2012-01-01,Virginia,6.2
2012-01-01,Washington,8.0
2012-01-01,West Virginia,7.7
2012-01-01,Wisconsin,7.0
2012-01-01,Wyoming,5.8
2012-01-01,District of Columbia,9.6
2012-02-01,Alabama,8.4
2012-02-01,Alaska,7.4
2012-02-01,Arizona,8.6
2012-02-01,Arkansas,7.3
2012-02-01,California,11.0
2012-02-01,Colorado,8.3
2012-02-01,Connecticut,8.3
2012-02-01,Delaware,7.0
2012-02-01,Florida,9.1
2012-02-01,Georgia,9.4
2012-02-01,Hawaii,6.5
2012-02-01,Idaho,7.6
2012-02-01,Illinois,9.1
2012-02-01,Indiana,8.3
2012-02-01,Iowa,5.2
2012-02-01,Kansas,5.9
2012-02-01,Kentucky,8.4
2012-02-01,Louisiana,7.1
2012-02-01,Maine,7.2
2012-02-01,Maryland,6.9
2012-02-01,Massachusetts,6.7
2012-02-01,Michigan,9.1
2012-02-01,Minnesota,5.7
2012-02-01,Mississippi,9.0
2012-02-01,Missouri,7.5
2012-02-01,Montana,5.9
2012-02-01,Nebraska,4.0
2012-02-01,Nevada,12.2
2012-02-01,New Hampshire,5.2
2012-02-01,New Jersey,9.3
2012-02-01,New Mexico,7.0
2012-02-01,New York,8.6
2012-02-01,North Carolina,9.6
2012-02-01,North Dakota,2.9
2012-02-01,Ohio,7.7
2012-02-01,Oklahoma,5.1
2012-02-01,Oregon,9.0
2012-02-01,Pennsylvania,7.5
2012-02-01,Rhode Island,10.6
2012-02-01,South Carolina,9.5
2012-02-01,South Dakota,4.8
2012-02-01,Tennessee,8.1
2012-02-01,Texas,7.0
2012-02-01,Utah,4.7
2012-02-01,Vermont,4.9
2012-02-01,Virginia,6.2
2012-02-01,Washington,7.9
2012-02-01,West Virginia,8.0
2012-02-01,Wisconsin,6.9
2012-02-01,Wyoming,5.7
2012-02-01,District of Columbia,9.5
2012-03-01,Alabama,8.4
2012-03-01,Alaska,7.4
2012-03-01,Arizona,8.6
2012-03-01,Arkansas,7.3
2012-03-01,California,11.0
2012-03-01,Colorado,8.3
2012-03-01,Connecticut,8.3
2012-03-01,Delaware,7.0
2012-03-01,Florida,9.0
2012-03-01,Georgia,9.3
2012-03-01,Hawaii,6.4
2012-03-01,Idaho,7.6
2012-03-01,Illinois,9.0
2012-03-01,Indiana,8.2
2012-03-01,Iowa,5.1
2012-03-01,Kansas,5.8
2012-03-01,Kentucky,8.2
2012-03-01,Louisiana,7.0
2012-03-01,Maine,7.2
2012-03-01,Maryland,6.9
2012-03-01,Massachusetts,6.7
2012-03-01,Michigan,9.1
2012-03-01,Minnesota,5.7
2012-03-01,Mississippi,8.9
2012-03-01,Missouri,7.4
2012-03-01,Montana,5.9
2012-03-01,Nebraska,3.9
2012-03-01,Nevada,12.1
2012-03-01,New Hampshire,5.3
2012-03-01,New Jersey,9.4
2012-03-01,New Mexico,7.0
2012-03-01,New York,8.7
2012-03-01,North Carolina,9.5
2012-03-01,North Dakota,2.9
2012-03-01,Ohio,7.6
2012-03-01,Oklahoma,5.1
2012-03-01,Oregon,9.0
2012-03-01,Pennsylvania,7.5
2012-03-01,Rhode Island,10.5
2012-03-01,South Carolina,9.4
2012-03-01,South Dakota,4.6
2012-03-01,Tennessee,8.0
2012-03-01,Texas,6.7
2012-03-01,Utah,4.8
2012-03-01,Vermont,4.8
2012-03-01,Virginia,6.1
2012-03-01,Washington,7.9
2012-03-01,West Virginia,7.5
2012-03-01,Wisconsin,6.9
2012-03-01,Wyoming,5.6
2012-03-01,District of Columbia,9.3
2012-04-01,Alabama,8.4
2012-04-01,Alaska,7.3
2012-04-01,Arizona,8.5
2012-04-01,Arkansas,7.3
2012-04-01,California,10.9
2012-04-01,Colorado,8.3
2012-04-01,Connecticut,8.4
2012-04-01,Delaware,7.0
2012-04-01,Florida,8.9
2012-04-01,Georgia,9.3
2012-04-01,Hawaii,6.3
2012-04-01,Idaho,7.6
2012-04-01,Illinois,9.0
2012-04-01,Indiana,8.2
2012-04-01,Iowa,5.1
2012-04-01,Kansas,5.8
2012-04-01,Kentucky,8.2
2012-04-01,Louisiana,7.0
2012-04-01,Maine,7.2
2012-04-01,Maryland,6.9
2012-04-01,Massachusetts,6.7
2012-04-01,Michigan,9.1
2012-04-01,Minnesota,5.7
2012-04-01,Mississippi,8.9
2012-04-01,Missouri,7.3
2012-04-01,Montana,5.9
2012-04-01,Nebraska,3.9
2012-04-01,Nevada,12.0
2012-04-01,New Hampshire,5.4
2012-04-01,New Jersey,9.5
2012-04-01,New Mexico,7.0
2012-04-01,New York,8.8
2012-04-01,North Carolina,9.5
2012-04-01,North Dakota,2.9
2012-04-01,Ohio,7.5
2012-04-01,Oklahoma,5.1
2012-04-01,Oregon,8.9
2012-04-01,Pennsylvania,7.6
2012-04-01,Rhode Island,10.5
2012-04-01,South Carolina,9.4
2012-04-01,South Dakota,4.0
2012-04-01,Tennessee,8.0
2012-04-01,Texas,6.8
2012-04-01,Utah,4.8
2012-04-01,Vermont,4.9
2012-04-01,Virginia,6.1
2012-04-01,Washington,7.9
2012-04-01,West Virginia,7.0
2012-04-01,Wisconsin,7.0
2012-04-01,Wyoming,5.6
2012-04-01,District of Columbia,9.2
2012-05-01,Alabama,8.4
2012-05-01,Alaska,7.3
2012-05-01,Arizona,8.5
2012-05-01,Arkansas,7.3
2012-05-01,California,10.8
2012-05-01,Colorado,8.2
2012-05-01,Connecticut,8.4
2012-05-01,Delaware,7.1
2012-05-01,Florida,8.9
2012-05-01,Georgia,9.2
2012-05-01,Hawaii,6.2
2012-05-01,Idaho,7.5
2012-05-01,Illinois,9.0
2012-05-01,Indiana,8.2
2012-05-01,Iowa,5.1
2012-05-01,Kansas,5.8
2012-05-01,Kentucky,8.2
2012-05-01,Louisiana,6.9
2012-05-01,Maine,7.3
2012-05-01,Maryland,6.9
2012-05-01,Massachusetts,6.7
2012-05-01,Michigan,9.1
2012-05-01,Minnesota,5.7
2012-05-01,Mississippi,8.9
2012-05-01,Missouri,7.2
2012-05-01,Montana,5.9
2012-05-01,Nebraska,3.9
2012-05-01,Nevada,11.9
2012-05-01,New Hampshire,5.4
2012-05-01,New Jersey,9.5
2012-05-01,New Mexico,7.0
2012-05-01,New York,8.8
2012-05-01,North Carolina,9.5
2012-05-01,North Dakota,2.9
2012-05-01,Ohio,7.4
2012-05-01,Oklahoma,5.1
2012-05-01,Oregon,8.9
2012-05-01,Pennsylvania,7.7
2012-05-01,Rhode Island,10.4
2012-05-01,South Carolina,9.3
2012-05-01,South Dakota,3.9
2012-05-01,Tennessee,8.0
2012-05-01,Texas,6.8
2012-05-01,Utah,4.9
2012-05-01,Vermont,4.9
2012-05-01,Virginia,6.1
2012-05-01,Washington,8.0
2012-05-01,West Virginia,7.1
2012-05-01,Wisconsin,7.0
2012-05-01,Wyoming,5.6
2012-05-01,District of Columbia,9.1
2012-06-01,Alabama,8.3
2012-06-01,Alaska,7.3
2012-06-01,Arizona,8.4
2012-06-01,Arkansas,7.3
2012-06-01,California,10.7
2012-06-01,Colorado,8.2
2012-06-01,Connecticut,8.4
2012-06-01,Delaware,7.1
2012-06-01,Florida,8.8
2012-06-01,Georgia,9.1
2012-06-01,Hawaii,6.1
2012-06-01,Idaho,7.5
2012-06-01,Illinois,9.1
2012-06-01,Indiana,8.2
2012-06-01,Iowa,5.1
2012-06-01,Kansas,5.7
2012-06-01,Kentucky,8.2
2012-06-01,Louisiana,6.8
2012-06-01,Maine,7.3
2012-06-01,Maryland,6.9
2012-06-01,Massachusetts,6.7
2012-06-01,Michigan,9.1
2012-06-01,Minnesota,5.7
2012-06-01,Mississippi,8.9
2012-06-01,Missouri,7.2
2012-06-01,Montana,5.9
2012-06-01,Nebraska,3.9
2012-06-01,Nevada,11.8
2012-06-01,New Hampshire,5.5
2012-06-01,New Jersey,9.5
2012-06-01,New Mexico,6.9
2012-06-01,New York,8.8
2012-06-01,North Carolina,9.5
2012-06-01,North Dakota,2.9
2012-06-01,Ohio,7.3
2012-06-01,Oklahoma,5.1
2012-06-01,Oregon,8.9
2012-06-01,Pennsylvania,7.7
2012-06-01,Rhode Island,10.4
2012-06-01,South Carolina,9.2
2012-06-01,South Dakota,4.0
2012-06-01,Tennessee,8.0
2012-06-01,Texas,6.8
2012-06-01,Utah,4.8
2012-06-01,Vermont,4.9
2012-06-01,Virginia,6.0
2012-06-01,Washington,8.0
2012-06-01,West Virginia,7.6
2012-06-01,Wisconsin,7.0
2012-06-01,Wyoming,5.6
2012-06-01,District of Columbia,9.0
2012-07-01,Alabama,8.2
2012-07-01,Alaska,7.2
2012-07-01,Arizona,8.3
2012-07-01,Arkansas,7.3
2012-07-01,California,10.5
2012-07-01,Colorado,8.1
2012-07-01,Connecticut,8.4
2012-07-01,Delaware,7.1
2012-07-01,Florida,8.6
2012-07-01,Georgia,9.0
2012-07-01,Hawaii,5.9
2012-07-01,Idaho,7.4
2012-07-01,Illinois,9.0
2012-07-01,Indiana,8.2
2012-07-01,Iowa,5.1
2012-07-01,Kansas,5.7
2012-07-01,Kentucky,8.2
2012-07-01,Louisiana,6.7
2012-07-01,Maine,7.2
2012-07-01,Maryland,6.9
2012-07-01,Massachusetts,6.7
2012-07-01,Michigan,9.0
2012-07-01,Minnesota,5.7
2012-07-01,Mississippi,8.8
2012-07-01,Missouri,7.1
2012-07-01,Montana,5.9
2012-07-01,Nebraska,3.9
2012-07-01,Nevada,11.6
2012-07-01,New Hampshire,5.6
2012-07-01,New Jersey,9.5
2012-07-01,New Mexico,6.9
2012-07-01,New York,8.7
2012-07-01,North Carolina,9.5
2012-07-01,North Dakota,2.9
2012-07-01,Ohio,7.3
2012-07-01,Oklahoma,5.1
2012-07-01,Oregon,8.8
2012-07-01,Pennsylvania,7.8
2012-07-01,Rhode Island,10.3
2012-07-01,South Carolina,9.0
2012-07-01,South Dakota,3.9
2012-07-01,Tennessee,8.0
2012-07-01,Texas,6.7
2012-07-01,Utah,4.8
2012-07-01,Vermont,4.9
2012-07-01,Virginia,5.9
2012-07-01,Washington,7.8
2012-07-01,West Virginia,7.5
2012-07-01,Wisconsin,7.0
2012-07-01,Wyoming,5.5
2012-07-01,District of Columbia,8.8
2012-08-01,Alabama,8.1
2012-08-01,Alaska,7.2
2012-08-01,Arizona,8.2
2012-08-01,Arkansas,7.2
2012-08-01,California,10.3
2012-08-01,Colorado,7.9
2012-08-01,Connecticut,8.4
2012-08-01,Delaware,7.1
2012-08-01,Florida,8.5
2012-08-01,Georgia,8.9
2012-08-01,Hawaii,5.7
2012-08-01,Idaho,7.3
2012-08-01,Illinois,9.0
2012-08-01,Indiana,8.2
2012-08-01,Iowa,5.0
2012-08-01,Kansas,5.6
2012-08-01,Kentucky,8.2
2012-08-01,Louisiana,6.6
2012-08-01,Maine,7.2
2012-08-01,Maryland,6.9
2012-08-01,Massachusetts,6.7
2012-08-01,Michigan,9.0
2012-08-01,Minnesota,5.7
2012-08-01,Mississippi,8.8
2012-08-01,Missouri,7.0
2012-08-01,Montana,5.8
2012-08-01,Nebraska,3.8
2012-08-01,Nevada,11.4
2012-08-01,New Hampshire,5.6
2012-08-01,New Jersey,9.4
2012-08-01,New Mexico,6.9
2012-08-01,New York,8.6
2012-08-01,North Carolina,9.5
2012-08-01,North Dakota,2.9
2012-08-01,Ohio,7.2
2012-08-01,Oklahoma,5.1
2012-08-01,Oregon,8.7
2012-08-01,Pennsylvania,7.8
2012-08-01,Rhode Island,10.1
2012-08-01,South Carolina,8.8
2012-08-01,South Dakota,4.0
2012-08-01,Tennessee,7.9
2012-08-01,Texas,6.6
2012-08-01,Utah,4.7
2012-08-01,Vermont,4.8
2012-08-01,Virginia,5.9
2012-08-01,Washington,7.6
2012-08-01,West Virginia,7.4
2012-08-01,Wisconsin,6.9
2012-08-01,Wyoming,5.5
2012-08-01,District of Columbia,8.7
2012-09-01,Alabama,7.9
2012-09-01,Alaska,7.1
2012-09-01,Arizona,8.1
2012-09-01,Arkansas,7.2
2012-09-01,California,10.2
2012-09-01,Colorado,7.8
2012-09-01,Connecticut,8.4
2012-09-01,Delaware,7.1
2012-09-01,Florida,8.4
2012-09-01,Georgia,8.8
2012-09-01,Hawaii,5.5
2012-09-01,Idaho,7.2
2012-09-01,Illinois,9.0
2012-09-01,Indiana,8.2
2012-09-01,Iowa,5.0
2012-09-01,Kansas,5.6
2012-09-01,Kentucky,8.1
2012-09-01,Louisiana,6.5
2012-09-01,Maine,7.2
2012-09-01,Maryland,6.8
2012-09-01,Massachusetts,6.7
2012-09-01,Michigan,9.0
2012-09-01,Minnesota,5.6
2012-09-01,Mississippi,8.7
2012-09-01,Missouri,7.0
2012-09-01,Montana,5.7
2012-09-01,Nebraska,3.8
2012-09-01,Nevada,11.2
2012-09-01,New Hampshire,5.6
2012-09-01,New Jersey,9.4
2012-09-01,New Mexico,6.9
2012-09-01,New York,8.6
2012-09-01,North Carolina,9.5
2012-09-01,North Dakota,2.9
2012-09-01,Ohio,7.2
2012-09-01,Oklahoma,5.1
2012-09-01,Oregon,8.7
2012-09-01,Pennsylvania,7.7
2012-09-01,Rhode Island,10.0
2012-09-01,South Carolina,8.7
2012-09-01,South Dakota,3.5
2012-09-01,Tennessee,7.8
2012-09-01,Texas,6.5
2012-09-01,Utah,4.7
2012-09-01,Vermont,4.8
2012-09-01,Virginia,5.8
2012-09-01,Washington,7.4
2012-09-01,West Virginia,6.7
2012-09-01,Wisconsin,6.9
2012-09-01,Wyoming,5.4
2012-09-01,District of Columbia,8.6
2012-10-01,Alabama,7.8
2012-10-01,Alaska,7.1
2012-10-01,Arizona,8.1
2012-10-01,Arkansas,7.2
2012-10-01,California,10.0
2012-10-01,Colorado,7.6
2012-10-01,Connecticut,8.3
2012-10-01,Delaware,7.1
2012-10-01,Florida,8.3
2012-10-01,Georgia,8.7
2012-10-01,Hawaii,5.3
2012-10-01,Idaho,7.2
2012-10-01,Illinois,9.0
2012-10-01,Indiana,8.2
2012-10-01,Iowa,5.0
2012-10-01,Kansas,5.6
2012-10-01,Kentucky,8.1
