    DATE,State,UnempRate
2014-03-01,Alaska,6.9
2014-03-01,Arizona,7.0
2014-03-01,Arkansas,6.2
2014-03-01,California,8.0
2014-03-01,Colorado,5.6
2014-03-01,Connecticut,6.9
2014-03-01,Delaware,5.9
2014-03-01,Florida,6.7
2014-03-01,Georgia,7.4
2014-03-01,Hawaii,4.4
2014-03-01,Idaho,4.9
2014-03-01,Illinois,7.9
2014-03-01,Indiana,6.2
2014-03-01,Iowa,4.4
2014-03-01,Kansas,4.7
2014-03-01,Kentucky,7.2
2014-03-01,Louisiana,5.7
2014-03-01,Maine,5.9
2014-03-01,Maryland,5.9
2014-03-01,Massachusetts,6.0
2014-03-01,Michigan,7.9
2014-03-01,Minnesota,4.6
2014-03-01,Mississippi,7.9
2014-03-01,Missouri,6.5
2014-03-01,Montana,4.8
2014-03-01,Nebraska,3.4
2014-03-01,Nevada,8.6
2014-03-01,New Hampshire,4.6
2014-03-01,New Jersey,7.0
2014-03-01,New Mexico,6.7
2014-03-01,New York,6.7
2014-03-01,North Carolina,6.3
2014-03-01,North Dakota,2.6
2014-03-01,Ohio,6.2
2014-03-01,Oklahoma,4.6
2014-03-01,Oregon,7.0
2014-03-01,Pennsylvania,6.3
2014-03-01,Rhode Island,8.5
2014-03-01,South Carolina,6.0
2014-03-01,South Dakota,3.9
2014-03-01,Tennessee,6.8
2014-03-01,Texas,5.5
2014-03-01,Utah,3.7
2014-03-01,Vermont,4.0
2014-03-01,Virginia,5.3
2014-03-01,Washington,6.1
2014-03-01,West Virginia,7.4
2014-03-01,Wisconsin,5.7
2014-03-01,Wyoming,4.4
2014-03-01,District of Columbia,7.8
2014-04-01,Alabama,7.0
2014-04-01,Alaska,6.9
2014-04-01,Arizona,6.9
2014-04-01,Arkansas,6.0
2014-04-01,California,7.8
2014-04-01,Colorado,5.4
2014-04-01,Connecticut,6.8
2014-04-01,Delaware,5.8
2014-04-01,Florida,6.7
2014-04-01,Georgia,7.4
2014-04-01,Hawaii,4.4
2014-04-01,Idaho,4.6
2014-04-01,Illinois,7.6
2014-04-01,Indiana,6.1
2014-04-01,Iowa,4.3
2014-04-01,Kansas,4.6
2014-04-01,Kentucky,7.0
2014-04-01,Louisiana,5.8
2014-04-01,Maine,5.8
2014-04-01,Maryland,5.9
2014-04-01,Massachusetts,5.9
2014-04-01,Michigan,7.7
2014-04-01,Minnesota,4.5
2014-04-01,Mississippi,7.9
2014-04-01,Missouri,6.4
2014-04-01,Montana,4.7
2014-04-01,Nebraska,3.4
2014-04-01,Nevada,8.5
2014-04-01,New Hampshire,4.5
2014-04-01,New Jersey,6.8
2014-04-01,New Mexico,6.7
2014-04-01,New York,6.5
2014-04-01,North Carolina,6.3
2014-04-01,North Dakota,2.6
2014-04-01,Ohio,6.0
2014-04-01,Oklahoma,4.5
2014-04-01,Oregon,6.9
2014-04-01,Pennsylvania,6.2
2014-04-01,Rhode Island,8.3
2014-04-01,South Carolina,6.0
2014-04-01,South Dakota,3.4
2014-04-01,Tennessee,6.7
2014-04-01,Texas,5.4
2014-04-01,Utah,3.6
2014-04-01,Vermont,4.0
2014-04-01,Virginia,5.3
2014-04-01,Washington,6.0
2014-04-01,West Virginia,6.3
2014-04-01,Wisconsin,5.6
2014-04-01,Wyoming,4.4
2014-04-01,District of Columbia,7.8
2014-05-01,Alabama,6.9
2014-05-01,Alaska,6.9
2014-05-01,Arizona,6.9
2014-05-01,Arkansas,6.0
2014-05-01,California,7.7
2014-05-01,Colorado,5.2
2014-05-01,Connecticut,6.7
2014-05-01,Delaware,5.8
2014-05-01,Florida,6.6
2014-05-01,Georgia,7.3
2014-05-01,Hawaii,4.4
2014-05-01,Idaho,4.5
2014-05-01,Illinois,7.4
2014-05-01,Indiana,6.1
2014-05-01,Iowa,4.3
2014-05-01,Kansas,4.6
2014-05-01,Kentucky,6.7
2014-05-01,Louisiana,6.0
2014-05-01,Maine,5.7
2014-05-01,Maryland,5.8
2014-05-01,Massachusetts,5.9
2014-05-01,Michigan,7.5
2014-05-01,Minnesota,4.4
2014-05-01,Mississippi,7.8
2014-05-01,Missouri,6.3
2014-05-01,Montana,4.7
2014-05-01,Nebraska,3.3
2014-05-01,Nevada,8.3
2014-05-01,New Hampshire,4.4
2014-05-01,New Jersey,6.7
2014-05-01,New Mexico,6.7
2014-05-01,New York,6.4
2014-05-01,North Carolina,6.2
2014-05-01,North Dakota,2.6
2014-05-01,Ohio,5.9
2014-05-01,Oklahoma,4.4
2014-05-01,Oregon,6.8
2014-05-01,Pennsylvania,6.1
2014-05-01,Rhode Island,8.0
2014-05-01,South Carolina,6.1
2014-05-01,South Dakota,3.2
2014-05-01,Tennessee,6.7
2014-05-01,Texas,5.3
2014-05-01,Utah,3.6
2014-05-01,Vermont,4.0
2014-05-01,Virginia,5.2
2014-05-01,Washington,6.0
2014-05-01,West Virginia,6.3
2014-05-01,Wisconsin,5.5
2014-05-01,Wyoming,4.4
2014-05-01,District of Columbia,7.8
2014-06-01,Alabama,6.8
2014-06-01,Alaska,6.9
2014-06-01,Arizona,6.8
2014-06-01,Arkansas,5.9
2014-06-01,California,7.6
2014-06-01,Colorado,5.0
2014-06-01,Connecticut,6.6
2014-06-01,Delaware,5.7
2014-06-01,Florida,6.5
2014-06-01,Georgia,7.3
2014-06-01,Hawaii,4.3
2014-06-01,Idaho,4.0
2014-06-01,Illinois,7.2
2014-06-01,Indiana,6.0
2014-06-01,Iowa,4.3
2014-06-01,Kansas,4.5
2014-06-01,Kentucky,6.5
2014-06-01,Louisiana,6.2
2014-06-01,Maine,5.6
2014-06-01,Maryland,5.8
2014-06-01,Massachusetts,5.8
2014-06-01,Michigan,7.4
2014-06-01,Minnesota,4.3
2014-06-01,Mississippi,7.7
2014-06-01,Missouri,6.2
2014-06-01,Montana,4.7
2014-06-01,Nebraska,3.3
2014-06-01,Nevada,8.2
2014-06-01,New Hampshire,4.3
2014-06-01,New Jersey,6.7
2014-06-01,New Mexico,6.6
2014-06-01,New York,6.3
2014-06-01,North Carolina,6.2
2014-06-01,North Dakota,2.6
2014-06-01,Ohio,5.8
2014-06-01,Oklahoma,4.3
2014-06-01,Oregon,6.7
2014-06-01,Pennsylvania,6.0
2014-06-01,Rhode Island,7.8
2014-06-01,South Carolina,6.2
2014-06-01,South Dakota,3.2
2014-06-01,Tennessee,6.7
2014-06-01,Texas,5.2
2014-06-01,Utah,3.6
2014-06-01,Vermont,4.0
2014-06-01,Virginia,5.2
2014-06-01,Washington,5.9
2014-06-01,West Virginia,6.4
2014-06-01,Wisconsin,5.4
2014-06-01,Wyoming,4.4
2014-06-01,District of Columbia,7.8
2014-07-01,Alabama,6.7
2014-07-01,Alaska,6.8
2014-07-01,Arizona,6.7
2014-07-01,Arkansas,5.8
2014-07-01,California,7.5
2014-07-01,Colorado,4.8
2014-07-01,Connecticut,6.6
2014-07-01,Delaware,5.6
2014-07-01,Florida,6.4
2014-07-01,Georgia,7.2
2014-07-01,Hawaii,4.2
2014-07-01,Idaho,4.0
2014-07-01,Illinois,7.0
2014-07-01,Indiana,5.9
2014-07-01,Iowa,4.2
2014-07-01,Kansas,4.5
2014-07-01,Kentucky,6.3
2014-07-01,Louisiana,6.4
2014-07-01,Maine,5.5
2014-07-01,Maryland,5.7
2014-07-01,Massachusetts,5.7
2014-07-01,Michigan,7.2
2014-07-01,Minnesota,4.2
2014-07-01,Mississippi,7.6
2014-07-01,Missouri,6.1
2014-07-01,Montana,4.6
2014-07-01,Nebraska,3.2
2014-07-01,Nevada,8.1
2014-07-01,New Hampshire,4.3
2014-07-01,New Jersey,6.6
2014-07-01,New Mexico,6.6
2014-07-01,New York,6.2
2014-07-01,North Carolina,6.1
2014-07-01,North Dakota,2.6
2014-07-01,Ohio,5.7
2014-07-01,Oklahoma,4.2
2014-07-01,Oregon,6.6
2014-07-01,Pennsylvania,5.8
2014-07-01,Rhode Island,7.6
2014-07-01,South Carolina,6.3
2014-07-01,South Dakota,3.1
2014-07-01,Tennessee,6.6
2014-07-01,Texas,5.2
2014-07-01,Utah,3.6
2014-07-01,Vermont,4.0
2014-07-01,Virginia,5.1
2014-07-01,Washington,5.9
2014-07-01,West Virginia,6.6
2014-07-01,Wisconsin,5.3
2014-07-01,Wyoming,4.4
2014-07-01,District of Columbia,7.7
2014-08-01,Alabama,6.6
2014-08-01,Alaska,6.8
2014-08-01,Arizona,6.7
2014-08-01,Arkansas,5.7
2014-08-01,California,7.4
2014-08-01,Colorado,4.6
2014-08-01,Connecticut,6.5
2014-08-01,Delaware,5.5
2014-08-01,Florida,6.3
2014-08-01,Georgia,7.1
2014-08-01,Hawaii,4.1
2014-08-01,Idaho,4.0
2014-08-01,Illinois,6.8
2014-08-01,Indiana,5.8
2014-08-01,Iowa,4.2
2014-08-01,Kansas,4.4
2014-08-01,Kentucky,6.0
2014-08-01,Louisiana,6.6
2014-08-01,Maine,5.4
2014-08-01,Maryland,5.6
2014-08-01,Massachusetts,5.6
2014-08-01,Michigan,7.0
2014-08-01,Minnesota,4.1
2014-08-01,Mississippi,7.5
2014-08-01,Missouri,6.0
2014-08-01,Montana,4.6
2014-08-01,Nebraska,3.2
2014-08-01,Nevada,7.9
2014-08-01,New Hampshire,4.2
2014-08-01,New Jersey,6.6
2014-08-01,New Mexico,6.6
2014-08-01,New York,6.1
2014-08-01,North Carolina,6.1
2014-08-01,North Dakota,2.6
2014-08-01,Ohio,5.6
2014-08-01,Oklahoma,4.2
2014-08-01,Oregon,6.5
2014-08-01,Pennsylvania,5.7
2014-08-01,Rhode Island,7.4
2014-08-01,South Carolina,6.5
2014-08-01,South Dakota,3.2
2014-08-01,Tennessee,6.6
2014-08-01,Texas,5.1
2014-08-01,Utah,3.6
2014-08-01,Vermont,4.0
2014-08-01,Virginia,5.1
2014-08-01,Washington,5.9
2014-08-01,West Virginia,6.6
2014-08-01,Wisconsin,5.1
2014-08-01,Wyoming,4.4
2014-08-01,District of Columbia,7.7
2014-09-01,Alabama,6.5
2014-09-01,Alaska,6.7
2014-09-01,Arizona,6.7
2014-09-01,Arkansas,5.7
2014-09-01,California,7.3
2014-09-01,Colorado,4.5
2014-09-01,Connecticut,6.4
2014-09-01,Delaware,5.4
2014-09-01,Florida,6.2
2014-09-01,Georgia,7.0
2014-09-01,Hawaii,4.1
2014-09-01,Idaho,4.0
2014-09-01,Illinois,6.6
2014-09-01,Indiana,5.8
2014-09-01,Iowa,4.2
2014-09-01,Kansas,4.4
2014-09-01,Kentucky,5.9
2014-09-01,Louisiana,6.7
2014-09-01,Maine,5.3
2014-09-01,Maryland,5.6
2014-09-01,Massachusetts,5.6
2014-09-01,Michigan,6.8
2014-09-01,Minnesota,4.0
2014-09-01,Mississippi,7.4
2014-09-01,Missouri,5.9
2014-09-01,Montana,4.6
2014-09-01,Nebraska,3.1
2014-09-01,Nevada,7.8
2014-09-01,New Hampshire,4.1
2014-09-01,New Jersey,6.6
2014-09-01,New Mexico,6.5
2014-09-01,New York,6.0
2014-09-01,North Carolina,6.0
2014-09-01,North Dakota,2.6
2014-09-01,Ohio,5.5
2014-09-01,Oklahoma,4.1
2014-09-01,Oregon,6.4
2014-09-01,Pennsylvania,5.6
2014-09-01,Rhode Island,7.3
2014-09-01,South Carolina,6.5
2014-09-01,South Dakota,2.8
2014-09-01,Tennessee,6.5
2014-09-01,Texas,5.0
2014-09-01,Utah,3.6
2014-09-01,Vermont,4.0
2014-09-01,Virginia,5.0
2014-09-01,Washington,5.8
2014-09-01,West Virginia,5.8
2014-09-01,Wisconsin,5.0
2014-09-01,Wyoming,4.4
2014-09-01,District of Columbia,7.6
2014-10-01,Alabama,6.4
2014-10-01,Alaska,6.5
2014-10-01,Arizona,6.6
2014-10-01,Arkansas,5.6
2014-10-01,California,7.2
2014-10-01,Colorado,4.4
2014-10-01,Connecticut,6.3
2014-10-01,Delaware,5.3
2014-10-01,Florida,6.1
2014-10-01,Georgia,6.8
2014-10-01,Hawaii,4.0
2014-10-01,Idaho,4.0
2014-10-01,Illinois,6.5
2014-10-01,Indiana,5.7
2014-10-01,Iowa,4.1
2014-10-01,Kansas,4.3
2014-10-01,Kentucky,5.7
2014-10-01,Louisiana,6.8
2014-10-01,Maine,5.2
2014-10-01,Maryland,5.5
2014-10-01,Massachusetts,5.5
2014-10-01,Michigan,6.6
2014-10-01,Minnesota,4.0
2014-10-01,Mississippi,7.2
2014-10-01,Missouri,5.8
2014-10-01,Montana,4.5
2014-10-01,Nebraska,3.1
2014-10-01,Nevada,7.7
2014-10-01,New Hampshire,4.1
2014-10-01,New Jersey,6.5
2014-10-01,New Mexico,6.4
2014-10-01,New York,5.9
2014-10-01,North Carolina,5.9
2014-10-01,North Dakota,2.6
2014-10-01,Ohio,5.4
2014-10-01,Oklahoma,4.1
2014-10-01,Oregon,6.3
2014-10-01,Pennsylvania,5.6
2014-10-01,Rhode Island,7.1
2014-10-01,South Carolina,6.6
2014-10-01,South Dakota,2.8
2014-10-01,Tennessee,6.4
2014-10-01,Texas,4.9
2014-10-01,Utah,3.6
2014-10-01,Vermont,4.0
2014-10-01,Virginia,4.9
2014-10-01,Washington,5.8
2014-10-01,West Virginia,5.7
2014-10-01,Wisconsin,5.0
2014-10-01,Wyoming,4.3
2014-10-01,District of Columbia,7.6
2014-11-01,Alabama,6.3
2014-11-01,Alaska,6.4
2014-11-01,Arizona,6.5
2014-11-01,Arkansas,5.6
2014-11-01,California,7.1
2014-11-01,Colorado,4.3
2014-11-01,Connecticut,6.2
2014-11-01,Delaware,5.2
2014-11-01,Florida,6.0
2014-11-01,Georgia,6.7
2014-11-01,Hawaii,3.9
2014-11-01,Idaho,3.9
2014-11-01,Illinois,6.3
2014-11-01,Indiana,5.6
2014-11-01,Iowa,4.0
2014-11-01,Kansas,4.3
2014-11-01,Kentucky,5.5
2014-11-01,Louisiana,6.8
2014-11-01,Maine,5.2
2014-11-01,Maryland,5.5
2014-11-01,Massachusetts,5.4
2014-11-01,Michigan,6.4
2014-11-01,Minnesota,3.9
2014-11-01,Mississippi,7.1
2014-11-01,Missouri,5.7
2014-11-01,Montana,4.5
2014-11-01,Nebraska,3.0
2014-11-01,Nevada,7.6
2014-11-01,New Hampshire,4.0
2014-11-01,New Jersey,6.5
2014-11-01,New Mexico,6.4
2014-11-01,New York,5.8
2014-11-01,North Carolina,5.8
2014-11-01,North Dakota,2.6
2014-11-01,Ohio,5.3
2014-11-01,Oklahoma,4.0
2014-11-01,Oregon,6.2
2014-11-01,Pennsylvania,5.5
2014-11-01,Rhode Island,6.9
2014-11-01,South Carolina,6.5
2014-11-01,South Dakota,3.2
2014-11-01,Tennessee,6.3
2014-11-01,Texas,4.8
2014-11-01,Utah,3.6
2014-11-01,Vermont,3.9
2014-11-01,Virginia,4.9
2014-11-01,Washington,5.7
2014-11-01,West Virginia,5.8
2014-11-01,Wisconsin,4.9
2014-11-01,Wyoming,4.1
2014-11-01,District of Columbia,7.5
2014-12-01,Alabama,6.2
2014-12-01,Alaska,6.3
2014-12-01,Arizona,6.4
2014-12-01,Arkansas,5.5
2014-12-01,California,6.9
2014-12-01,Colorado,4.2
2014-12-01,Connecticut,6.1
2014-12-01,Delaware,5.1
2014-12-01,Florida,6.0
2014-12-01,Georgia,6.6
2014-12-01,Hawaii,3.9
2014-12-01,Idaho,3.9
2014-12-01,Illinois,6.2
2014-12-01,Indiana,5.5
2014-12-01,Iowa,3.9
2014-12-01,Kansas,4.3
2014-12-01,Kentucky,5.4
2014-12-01,Louisiana,6.8
2014-12-01,Maine,5.0
2014-12-01,Maryland,5.4
2014-12-01,Massachusetts,5.2
2014-12-01,Michigan,6.2
2014-12-01,Minnesota,3.9
2014-12-01,Mississippi,6.9
2014-12-01,Missouri,5.7
2014-12-01,Montana,4.4
2014-12-01,Nebraska,3.0
2014-12-01,Nevada,7.5
2014-12-01,New Hampshire,3.9
2014-12-01,New Jersey,6.4
2014-12-01,New Mexico,6.4
2014-12-01,New York,5.8
2014-12-01,North Carolina,5.7
2014-12-01,North Dakota,2.6
2014-12-01,Ohio,5.2
2014-12-01,Oklahoma,4.0
2014-12-01,Oregon,6.0
2014-12-01,Pennsylvania,5.5
2014-12-01,Rhode Island,6.7
2014-12-01,South Carolina,6.5
2014-12-01,South Dakota,3.3
2014-12-01,Tennessee,6.2
2014-12-01,Texas,4.6
2014-12-01,Utah,3.6
2014-12-01,Vermont,3.9
2014-12-01,Virginia,4.8
2014-12-01,Washington,5.7
2014-12-01,West Virginia,5.9
2014-12-01,Wisconsin,4.8
2014-12-01,Wyoming,4.0
2014-12-01,District of Columbia,7.4
2015-01-01,Alabama,6.1
2015-01-01,Alaska,6.2
2015-01-01,Arizona,6.4
2015-01-01,Arkansas,5.5
2015-01-01,California,6.8
2015-01-01,Colorado,4.1
2015-01-01,Connecticut,6.0
2015-01-01,Delaware,5.0
2015-01-01,Florida,5.9
2015-01-01,Georgia,6.5
2015-01-01,Hawaii,3.8
2015-01-01,Idaho,3.8
2015-01-01,Illinois,6.1
2015-01-01,Indiana,5.4
2015-01-01,Iowa,3.9
2015-01-01,Kansas,4.3
2015-01-01,Kentucky,5.3
2015-01-01,Louisiana,6.8
2015-01-01,Maine,4.9
2015-01-01,Maryland,5.4
2015-01-01,Massachusetts,5.2
2015-01-01,Michigan,6.0
2015-01-01,Minnesota,3.8
2015-01-01,Mississippi,6.8
2015-01-01,Missouri,5.6
2015-01-01,Montana,4.3
2015-01-01,Nebraska,2.9
2015-01-01,Nevada,7.4
2015-01-01,New Hampshire,3.8
2015-01-01,New Jersey,6.3
2015-01-01,New Mexico,6.5
2015-01-01,New York,5.7
2015-01-01,North Carolina,5.7
2015-01-01,North Dakota,2.6
2015-01-01,Ohio,5.2
2015-01-01,Oklahoma,4.0
2015-01-01,Oregon,5.8
2015-01-01,Pennsylvania,5.5
2015-01-01,Rhode Island,6.6
2015-01-01,South Carolina,6.4
2015-01-01,South Dakota,3.7
2015-01-01,Tennessee,6.1
2015-01-01,Texas,4.6
2015-01-01,Utah,3.6
2015-01-01,Vermont,3.8
2015-01-01,Virginia,4.8
2015-01-01,Washington,5.6
2015-01-01,West Virginia,7.2
2015-01-01,Wisconsin,4.7
2015-01-01,Wyoming,3.9
2015-01-01,District of Columbia,7.4
2015-02-01,Alabama,6.1
2015-02-01,Alaska,6.3
2015-02-01,Arizona,6.3
2015-02-01,Arkansas,5.4
2015-02-01,California,6.7
2015-02-01,Colorado,4.1
2015-02-01,Connecticut,5.9
2015-02-01,Delaware,4.9
2015-02-01,Florida,5.8
2015-02-01,Georgia,6.4
2015-02-01,Hawaii,3.8
2015-02-01,Idaho,3.9
2015-02-01,Illinois,6.1
2015-02-01,Indiana,5.2
2015-02-01,Iowa,3.8
2015-02-01,Kansas,4.4
2015-02-01,Kentucky,5.3
2015-02-01,Louisiana,6.7
2015-02-01,Maine,4.8
2015-02-01,Maryland,5.3
2015-02-01,Massachusetts,5.1
2015-02-01,Michigan,5.9
2015-02-01,Minnesota,3.8
2015-02-01,Mississippi,6.7
2015-02-01,Missouri,5.6
2015-02-01,Montana,4.3
2015-02-01,Nebraska,2.9
2015-02-01,Nevada,7.3
2015-02-01,New Hampshire,3.8
2015-02-01,New Jersey,6.3
2015-02-01,New Mexico,6.6
2015-02-01,New York,5.6
2015-02-01,North Carolina,5.7
2015-02-01,North Dakota,2.6
2015-02-01,Ohio,5.2
2015-02-01,Oklahoma,4.1
2015-02-01,Oregon,5.8
2015-02-01,Pennsylvania,5.5
2015-02-01,Rhode Island,6.5
2015-02-01,South Carolina,6.4
2015-02-01,South Dakota,3.7
2015-02-01,Tennessee,6.1
2015-02-01,Texas,4.5
2015-02-01,Utah,3.5
2015-02-01,Vermont,3.7
2015-02-01,Virginia,4.7
2015-02-01,Washington,5.5
2015-02-01,West Virginia,7.5
2015-02-01,Wisconsin,4.7
2015-02-01,Wyoming,3.9
2015-02-01,District of Columbia,7.3
2015-03-01,Alabama,6.1
2015-03-01,Alaska,6.3
2015-03-01,Arizona,6.2
2015-03-01,Arkansas,5.4
2015-03-01,California,6.6
2015-03-01,Colorado,4.1
2015-03-01,Connecticut,5.8
2015-03-01,Delaware,4.9
2015-03-01,Florida,5.8
2015-03-01,Georgia,6.3
2015-03-01,Hawaii,3.7
2015-03-01,Idaho,3.9
2015-03-01,Illinois,6.0
2015-03-01,Indiana,5.1
2015-03-01,Iowa,3.8
2015-03-01,Kansas,4.4
2015-03-01,Kentucky,5.3
2015-03-01,Louisiana,6.6
2015-03-01,Maine,4.7
2015-03-01,Maryland,5.3
2015-03-01,Massachusetts,5.0
2015-03-01,Michigan,5.8
2015-03-01,Minnesota,3.8
2015-03-01,Mississippi,6.7
2015-03-01,Missouri,5.6
2015-03-01,Montana,4.3
2015-03-01,Nebraska,3.0
2015-03-01,Nevada,7.2
2015-03-01,New Hampshire,3.7
2015-03-01,New Jersey,6.2
2015-03-01,New Mexico,6.7
2015-03-01,New York,5.6
2015-03-01,North Carolina,5.8
2015-03-01,North Dakota,2.7
2015-03-01,Ohio,5.2
2015-03-01,Oklahoma,4.2
2015-03-01,Oregon,5.7
2015-03-01,Pennsylvania,5.5
2015-03-01,Rhode Island,6.4
2015-03-01,South Carolina,6.3
2015-03-01,South Dakota,3.5
2015-03-01,Tennessee,6.0
2015-03-01,Texas,4.5
2015-03-01,Utah,3.5
2015-03-01,Vermont,3.7
2015-03-01,Virginia,4.7
2015-03-01,Washington,5.5
2015-03-01,West Virginia,7.3
2015-03-01,Wisconsin,4.6
2015-03-01,Wyoming,4.0
2015-03-01,District of Columbia,7.2
2015-04-01,Alabama,6.1
2015-04-01,Alaska,6.3
2015-04-01,Arizona,6.2
2015-04-01,Arkansas,5.3
2015-04-01,California,6.5
2015-04-01,Colorado,4.0
2015-04-01,Connecticut,5.8
2015-04-01,Delaware,4.9
2015-04-01,Florida,5.7
2015-04-01,Georgia,6.3
2015-04-01,Hawaii,3.6
2015-04-01,Idaho,3.9
2015-04-01,Illinois,6.0
2015-04-01,Indiana,4.9
2015-04-01,Iowa,3.8
2015-04-01,Kansas,4.4
2015-04-01,Kentucky,5.3
2015-04-01,Louisiana,6.5
2015-04-01,Maine,4.6
2015-04-01,Maryland,5.2
2015-04-01,Massachusetts,5.0
2015-04-01,Michigan,5.7
2015-04-01,Minnesota,3.8
2015-04-01,Mississippi,6.6
2015-04-01,Missouri,5.5
2015-04-01,Montana,4.2
2015-04-01,Nebraska,3.0
2015-04-01,Nevada,7.1
2015-04-01,New Hampshire,3.6
2015-04-01,New Jersey,6.1
2015-04-01,New Mexico,6.7
2015-04-01,New York,5.5
2015-04-01,North Carolina,5.8
2015-04-01,North Dakota,2.8
2015-04-01,Ohio,5.1
2015-04-01,Oklahoma,4.3
2015-04-01,Oregon,5.7
2015-04-01,Pennsylvania,5.5
2015-04-01,Rhode Island,6.3
2015-04-01,South Carolina,6.2
2015-04-01,South Dakota,3.1
2015-04-01,Tennessee,5.9
2015-04-01,Texas,4.5
2015-04-01,Utah,3.5
2015-04-01,Vermont,3.6
2015-04-01,Virginia,4.6
2015-04-01,Washington,5.4
2015-04-01,West Virginia,6.6
2015-04-01,Wisconsin,4.6
2015-04-01,Wyoming,4.1
2015-04-01,District of Columbia,7.2
2015-05-01,Alabama,6.1
2015-05-01,Alaska,6.3
2015-05-01,Arizona,6.1
2015-05-01,Arkansas,5.2
2015-05-01,California,6.4
2015-05-01,Colorado,3.9
2015-05-01,Connecticut,5.7
2015-05-01,Delaware,4.9
2015-05-01,Florida,5.7
2015-05-01,Georgia,6.2
2015-05-01,Hawaii,3.5
2015-05-01,Idaho,3.9
2015-05-01,Illinois,6.0
2015-05-01,Indiana,4.8
2015-05-01,Iowa,3.7
2015-05-01,Kansas,4.3
2015-05-01,Kentucky,5.2
2015-05-01,Louisiana,6.4
2015-05-01,Maine,4.5
2015-05-01,Maryland,5.1
2015-05-01,Massachusetts,4.9
2015-05-01,Michigan,5.6
2015-05-01,Minnesota,3.8
2015-05-01,Mississippi,6.5
2015-05-01,Missouri,5.3
2015-05-01,Montana,4.3
2015-05-01,Nebraska,3.0
2015-05-01,Nevada,7.0
2015-05-01,New Hampshire,3.5
2015-05-01,New Jersey,6.0
2015-05-01,New Mexico,6.7
2015-05-01,New York,5.4
2015-05-01,North Carolina,5.8
2015-05-01,North Dakota,2.8
2015-05-01,Ohio,5.0
2015-05-01,Oklahoma,4.4
2015-05-01,Oregon,5.6
2015-05-01,Pennsylvania,5.5
2015-05-01,Rhode Island,6.2
2015-05-01,South Carolina,6.1
2015-05-01,South Dakota,3.1
2015-05-01,Tennessee,5.8
2015-05-01,Texas,4.4
2015-05-01,Utah,3.5
2015-05-01,Vermont,3.6
2015-05-01,Virginia,4.5
2015-05-01,Washington,5.4
2015-05-01,West Virginia,6.7
2015-05-01,Wisconsin,4.5
2015-05-01,Wyoming,4.2
2015-05-01,District of Columbia,7.0
2015-06-01,Alabama,6.2
2015-06-01,Alaska,6.3
2015-06-01,Arizona,6.1
2015-06-01,Arkansas,5.1
2015-06-01,California,6.3
2015-06-01,Colorado,3.8
2015-06-01,Connecticut,5.6
2015-06-01,Delaware,4.8
2015-06-01,Florida,5.6
2015-06-01,Georgia,6.1
2015-06-01,Hawaii,3.4
2015-06-01,Idaho,3.9
2015-06-01,Illinois,6.0
2015-06-01,Indiana,4.7
2015-06-01,Iowa,3.7
2015-06-01,Kansas,4.2
2015-06-01,Kentucky,5.2
2015-06-01,Louisiana,6.3
2015-06-01,Maine,4.4
2015-06-01,Maryland,5.0
2015-06-01,Massachusetts,4.8
2015-06-01,Michigan,5.5
2015-06-01,Minnesota,3.8
2015-06-01,Mississippi,6.4
2015-06-01,Missouri,5.2
2015-06-01,Montana,4.3
2015-06-01,Nebraska,3.0
2015-06-01,Nevada,6.9
2015-06-01,New Hampshire,3.4
2015-06-01,New Jersey,5.8
2015-06-01,New Mexico,6.7
2015-06-01,New York,5.3
2015-06-01,North Carolina,5.8
2015-06-01,North Dakota,2.8
2015-06-01,Ohio,4.9
2015-06-01,Oklahoma,4.4
2015-06-01,Oregon,5.5
2015-06-01,Pennsylvania,5.4
2015-06-01,Rhode Island,6.0
2015-06-01,South Carolina,6.0
2015-06-01,South Dakota,3.0
2015-06-01,Tennessee,5.7
2015-06-01,Texas,4.4
2015-06-01,Utah,3.5
2015-06-01,Vermont,3.5
2015-06-01,Virginia,4.4
2015-06-01,Washington,5.4
2015-06-01,West Virginia,7.0
2015-06-01,Wisconsin,4.4
2015-06-01,Wyoming,4.2
2015-06-01,District of Columbia,6.9
2015-07-01,Alabama,6.2
2015-07-01,Alaska,6.2
2015-07-01,Arizona,6.1
2015-07-01,Arkansas,4.9
2015-07-01,California,6.2
2015-07-01,Colorado,3.7
2015-07-01,Connecticut,5.6
2015-07-01,Delaware,4.8
2015-07-01,Florida,5.5
2015-07-01,Georgia,6.0
2015-07-01,Hawaii,3.3
2015-07-01,Idaho,3.9
2015-07-01,Illinois,5.9
2015-07-01,Indiana,4.6
2015-07-01,Iowa,3.6
2015-07-01,Kansas,4.1
2015-07-01,Kentucky,5.2
2015-07-01,Louisiana,6.1
2015-07-01,Maine,4.3
2015-07-01,Maryland,4.9
2015-07-01,Massachusetts,4.7
2015-07-01,Michigan,5.4
2015-07-01,Minnesota,3.8
2015-07-01,Mississippi,6.3
2015-07-01,Missouri,5.0
2015-07-01,Montana,4.3
2015-07-01,Nebraska,3.0
2015-07-01,Nevada,6.8
2015-07-01,New Hampshire,3.3
2015-07-01,New Jersey,5.6
2015-07-01,New Mexico,6.6
2015-07-01,New York,5.2
2015-07-01,North Carolina,5.7
2015-07-01,North Dakota,2.8
2015-07-01,Ohio,4.8
2015-07-01,Oklahoma,4.4
2015-07-01,Oregon,5.5
